Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"setText(findTestObject(""SIGN_UP/input_last-name""), ""ROMERO"")",Firefox 66.0,,,2019-07-12 20:42:45,2019-07-12 20:42:45,0.148s,PASSED
"setText(findTestObject(""SIGN_UP/input_second-last-name""), ""TORRES"")",Firefox 66.0,,,2019-07-12 20:42:45,2019-07-12 20:42:45,0.216s,PASSED
"selectOptionByLabel(findTestObject(""SIGN_UP/select_day""), ""27"", false)",Firefox 66.0,,,2019-07-12 20:42:45,2019-07-12 20:42:46,0.486s,PASSED
"selectOptionByValue(findTestObject(""SIGN_UP/select_month""), ""6"", false)",Firefox 66.0,,,2019-07-12 20:42:46,2019-07-12 20:42:46,0.406s,PASSED
"selectOptionByLabel(findTestObject(""SIGN_UP/select_year""), ""1998"", false)",Firefox 66.0,,,2019-07-12 20:42:46,2019-07-12 20:42:47,0.344s,PASSED
"click(findTestObject(""SIGN_UP/radio_male""))",Firefox 66.0,,,2019-07-12 20:42:47,2019-07-12 20:42:47,0.275s,PASSED
"click(findTestObject(""SIGN_UP/button_accept""))",Firefox 66.0,,,2019-07-12 20:42:47,2019-07-12 20:42:49,2.375s,PASSED
"verifyElementText(findTestObject(""SIGN_UP/txt_alert-error""), ""Esta dirección de Correo Electrónico ya ha sido registrada previamente. Por favor anota una diferente."")",Firefox 66.0,,,2019-07-12 20:42:49,2019-07-12 20:42:49,0.093s,PASSED
,,,,,,,
Test Cases/SIGN_UP/empty_form,Firefox 66.0,,,2019-07-12 20:42:49,2019-07-12 20:42:55,5.639s,PASSED
"callTestCase(findTestCase(""SIGN_UP/prepare_form""), [:], STOP_ON_FAILURE)",Firefox 66.0,,,2019-07-12 20:42:50,2019-07-12 20:42:54,4.110s,PASSED
"verifyElementClickable(findTestObject(""SIGN_UP/button_accept""))",Firefox 66.0,,,2019-07-12 20:42:54,2019-07-12 20:42:54,0.110s,PASSED
"click(findTestObject(""SIGN_UP/button_accept""))",Firefox 66.0,,,2019-07-12 20:42:54,2019-07-12 20:42:55,0.423s,PASSED
"for (def e : getWebDriver().findElements(By.xpath(""//label[@class=""error""]"")))",Firefox 66.0,,,2019-07-12 20:42:55,2019-07-12 20:42:55,0.152s,PASSED
"for ([x = 0, x <= requiredFields.size() - 1, (x++)])",Firefox 66.0,,,2019-07-12 20:42:55,2019-07-12 20:42:55,0.041s,PASSED
"verifyEqual(flagFail, false)",Firefox 66.0,,,2019-07-12 20:42:55,2019-07-12 20:42:55,0.011s,PASSED
,,,,,,,
Test Cases/SET_UP_BROWSER/close_browser,Firefox 66.0,,,2019-07-12 20:42:55,2019-07-12 20:43:00,4.722s,PASSED
closeBrowser(),Firefox 66.0,,,2019-07-12 20:42:56,2019-07-12 20:43:00,4.054s,PASSED
