Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"setText(findTestObject(""SIGN_UP/input_email""), ""iart60910@yopmail.com"")",Firefox 66.0,,,2019-07-12 17:37:35,2019-07-12 17:37:35,0.509s,PASSED
"setEncryptedText(findTestObject(""SIGN_UP/input_password""), ""cNkTP62zox2sjTkN4QiJDw=="")",Firefox 66.0,,,2019-07-12 17:37:35,2019-07-12 17:37:36,0.366s,PASSED
"setText(findTestObject(""SIGN_UP/input_name""), ""IAN"")",Firefox 66.0,,,2019-07-12 17:37:36,2019-07-12 17:37:36,0.149s,PASSED
"setText(findTestObject(""SIGN_UP/input_last-name""), ""ROMERO"")",Firefox 66.0,,,2019-07-12 17:37:36,2019-07-12 17:37:36,0.189s,PASSED
"setText(findTestObject(""SIGN_UP/input_second-last-name""), ""TORRES"")",Firefox 66.0,,,2019-07-12 17:37:36,2019-07-12 17:37:36,0.270s,PASSED
"selectOptionByLabel(findTestObject(""SIGN_UP/select_day""), ""27"", false)",Firefox 66.0,,,2019-07-12 17:37:36,2019-07-12 17:37:37,0.446s,PASSED
"selectOptionByValue(findTestObject(""SIGN_UP/select_month""), ""6"", false)",Firefox 66.0,,,2019-07-12 17:37:37,2019-07-12 17:37:37,0.612s,PASSED
"selectOptionByLabel(findTestObject(""SIGN_UP/select_year""), ""1998"", false)",Firefox 66.0,,,2019-07-12 17:37:37,2019-07-12 17:37:38,0.405s,PASSED
"click(findTestObject(""SIGN_UP/radio_male""))",Firefox 66.0,,,2019-07-12 17:37:38,2019-07-12 17:37:38,0.321s,PASSED
"click(findTestObject(""SIGN_UP/button_accept""))",Firefox 66.0,,,2019-07-12 17:37:38,2019-07-12 17:37:41,2.723s,PASSED
"verifyElementText(findTestObject(""SIGN_UP/txt_alert-error""), ""Esta dirección de Correo Electrónico ya ha sido registrada previamente. Por favor anota una diferente."")",Firefox 66.0,,,2019-07-12 17:37:41,2019-07-12 17:37:41,0.135s,PASSED
,,,,,,,
Test Cases/SIGN_UP/empty_form,Firefox 66.0,,,2019-07-12 17:37:41,2019-07-12 17:37:49,7.806s,PASSED
"callTestCase(findTestCase(""SIGN_UP/prepare_form""), [:], STOP_ON_FAILURE)",Firefox 66.0,,,2019-07-12 17:37:42,2019-07-12 17:37:48,6.177s,PASSED
"verifyElementClickable(findTestObject(""SIGN_UP/button_accept""))",Firefox 66.0,,,2019-07-12 17:37:48,2019-07-12 17:37:48,0.118s,PASSED
"click(findTestObject(""SIGN_UP/button_accept""))",Firefox 66.0,,,2019-07-12 17:37:48,2019-07-12 17:37:48,0.472s,PASSED
"for (def e : getWebDriver().findElements(By.xpath(""//label[@class=""error""]"")))",Firefox 66.0,,,2019-07-12 17:37:48,2019-07-12 17:37:49,0.148s,PASSED
"for ([x = 0, x <= requiredFields.size() - 1, (x++)])",Firefox 66.0,,,2019-07-12 17:37:49,2019-07-12 17:37:49,0.036s,PASSED
"verifyEqual(flagFail, false)",Firefox 66.0,,,2019-07-12 17:37:49,2019-07-12 17:37:49,0.014s,PASSED
,,,,,,,
Test Cases/SET_UP_BROWSER/close_browser,Firefox 66.0,,,2019-07-12 17:37:49,2019-07-12 17:37:52,3.723s,PASSED
closeBrowser(),Firefox 66.0,,,2019-07-12 17:37:49,2019-07-12 17:37:52,3.316s,PASSED
